Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
SMCP,AlphaMark Actively Managed Small Cap ETF,Equity,"$34,965,000",12.19%,"2,573",$32.67,0.62%,No,False,-5.01%,-3.73%,13.49%,3.53%,6.05%,$0.00,$0.00,$0.00,"-$320,000.00","$4,831,000.00","$3,419,000.00",Small Cap Blend Equities,2015-04-20,0.90%,N/A,$0.23,2023-12-26,$0.23,0.71%,0.09,1.04,2,100.00%,40%,20%,1099,$33.03,$36.38,N/A,N/A,38.78,C,C,C+,B,C+,C+,0.0,N/A,N/A,N/A,N/A,N/A
TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,Bond,"$34,838,800",1.23%,"21,192",$19.81,-0.45%,No,False,0.94%,-1.52%,2.52%,-3.27%,N/A,"$16,667,890.00",$0.00,"$2,510,170.00","-$31,161,045.00","$27,839,792.50","$35,373,055.13",Total Bond Market,2020-08-18,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.28,2,100.00%,40%,20%,1099,$19.58,$20.51,$19.80,$19.82,45.03,C+,C,N/A,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MNBD,ALPS Intermediate Municipal Bond ETF,Bond,"$34,498,800",-0.65%,"1,248",$25.17,0.04%,No,False,0.33%,-1.23%,2.12%,N/A,N/A,$0.00,$0.00,$0.00,"$3,198,000.00","$14,715,500.00","$14,715,500.00",National Munis,2022-05-19,0.50%,N/A,$0.98,2025-03-20,$0.07,3.91%,0.00,0.26,126,22.15%,40%,20%,1099,$24.87,$25.72,$25.15,$25.18,43.46,C+,B+,C+,A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MEM,Matthews Emerging Markets Equity Active ETF,Equity,"$34,427,200",-1.65%,"25,432",$28.45,1.10%,No,False,4.26%,-5.45%,7.85%,N/A,N/A,"-$11,746,680.00",$0.00,"-$11,746,680.00","-$21,431,160.00","$31,829,720.00","$31,829,720.00",Emerging Markets Equities,2022-07-13,0.79%,N/A,$2.26,2024-12-18,$2.26,8.01%,13.60,1.08,78,37.37%,40%,20%,1099,$26.36,$30.96,$28.30,$28.64,46.83,A-,C+,N/A,B+,B,N/A,6.15,47.46%,39.60%,66.42,1.47%,2.54%
MARB,First Trust Merger Arbitrage ETF,Alternatives,"$33,821,500",0.03%,"15,783",$19.89,0.00%,No,False,0.07%,-0.13%,3.68%,1.50%,1.20%,"$5,962,350.00",$0.00,"$1,989,100.00","-$11,772,700.00","$22,489,081.50","$32,225,818.50",Long-Short,2020-02-04,1.74%,N/A,$0.42,2024-12-13,$0.19,2.12%,0.07,0.07,24,79.48%,40%,20%,1099,$19.72,$20.00,N/A,N/A,50.36,B-,C,N/A,A+,C,N/A,6.93,71.79%,70.02%,85.53,7.82%,1.71%
AHYB,American Century  Select High Yield ETF,Bond,"$33,705,700",0.73%,"1,787",$45.18,0.38%,No,False,1.52%,-0.61%,7.70%,4.71%,N/A,$0.00,$0.00,$0.00,$0.00,"$2,261,030.00","$17,650,445.00",High Yield Bonds,2021-11-16,0.45%,N/A,$2.69,2025-04-01,$0.22,5.99%,0.00,0.53,539,10.24%,40%,20%,1099,$44.15,$46.16,$45.15,$45.20,49.02,C,C,N/A,C+,N/A,N/A,5.5,47.52%,27.74%,306.99,10.97%,2.56%
PSCJ,Pacer Swan SOS Conservative (July) ETF,Equity,"$33,615,000",-6.80%,"1,113",$24.86,0.00%,No,False,-0.44%,-4.45%,2.78%,6.11%,N/A,"-$3,221,750.00","-$1,891,500.00","-$2,540,500.00","$19,646,000.00","$28,262,750.00","$31,854,229.52",Large Cap Blend Equities,2021-06-30,0.61%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.44,2,100.00%,40%,20%,1099,$24.10,$26.81,$24.84,$24.89,40.28,C+,B,B,C+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ASIA,Matthews Pacific Tiger Active ETF,Equity,"$33,597,500",-4.79%,"22,305",$24.91,0.73%,No,False,3.84%,-7.66%,3.10%,N/A,N/A,"-$33,885,500.00",$0.00,"-$15,385,500.00","-$49,454,750.00","$30,593,300.00","$30,593,300.00",Asia Pacific Equities,2023-09-22,0.79%,N/A,$0.15,2024-12-18,$0.15,0.61%,N/A,N/A,77,37.66%,40%,20%,1099,$23.28,$27.56,$24.85,$25.03,44.85,N/A,B-,N/A,N/A,N/A,N/A,5.91,8.24%,34.65%,50.69,1.06%,1.94%
JIB,Janus Henderson Sustainable & Impact Core Bond ETF,Bond,"$33,304,000",-1.11%,"1,153",$41.54,0.07%,No,False,-0.13%,-0.99%,2.22%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$86,000.00","-$9,351,000.00",Total Bond Market,2021-09-08,0.39%,N/A,$1.63,2024-02-01,$0.14,3.91%,0.00,0.24,179,99.84%,40%,20%,1099,$41.28,$42.13,$41.54,$41.54,49.46,C,B-,N/A,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SIFI,Harbor Scientific Alpha Income ETF,Bond,"$32,968,500",0.53%,397,$42.73,0.23%,No,False,1.32%,-0.88%,6.61%,3.92%,N/A,$0.00,$0.00,$0.00,$0.00,"$3,240,500.00","$3,240,500.00",Total Bond Market,2021-09-13,0.50%,N/A,$2.58,2025-04-01,$0.21,6.07%,0.00,0.29,174,42.58%,40%,20%,1099,$41.92,$43.85,$42.73,$42.73,47.06,C,C+,N/A,B,C+,N/A,6.35,60.49%,45.63%,138.81,6.38%,2.63%
INEQ,Columbia International Equity Income ETF,Equity,"$32,917,500",8.78%,"4,722",$31.88,1.72%,No,False,6.71%,-2.59%,10.34%,9.75%,14.31%,"$5,963,000.00",$0.00,$0.00,"$24,383,000.00","$25,595,250.00","$25,594,145.56",Global Equities,2016-06-13,0.45%,N/A,$0.87,2025-03-25,$0.04,2.77%,N/A,N/A,102,36.55%,40%,20%,1099,$28.73,$34.38,$31.78,$32.00,52.47,B,B+,B+,B-,N/A,N/A,7.85,93.62%,95.14%,89.02,18.92%,5.39%
AVEE,Avantis Emerging Markets Small Cap Equity ETF,Equity,"$32,824,000",-3.87%,"7,038",$51.24,0.85%,No,False,4.88%,-4.90%,1.59%,N/A,N/A,"$7,745,075.00","$5,104,610.00","$5,104,610.00","$21,888,970.00","$32,404,750.00","$32,404,750.00",Small Cap Value Equities,2023-11-07,0.42%,N/A,$1.74,2024-12-17,$1.30,3.44%,N/A,N/A,2118,14.22%,40%,20%,1099,$47.46,$55.78,$51.14,$51.44,46.86,N/A,B+,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LBAY,Leatherback Long/Short Alternative Yield ETF,Alternatives,"$32,332,700",2.72%,"5,824",$24.63,0.82%,No,False,3.09%,-2.35%,-2.55%,-1.48%,N/A,"-$3,053,632.50",$0.00,"-$642,805.00","-$8,154,257.50","$159,267.50","$40,407,917.50",Long-Short,2020-11-16,1.27%,N/A,$0.91,2025-03-25,$0.08,3.74%,0.06,0.47,39,48.29%,40%,20%,1099,$23.38,$26.26,$24.62,$24.66,48.79,C+,C+,N/A,B-,A,N/A,6.68,87.34%,59.24%,165.91,4.97%,1.89%
WBIG,WBI BullBear Yield 3000 ETF,Equity,"$32,322,600",-13.83%,"2,943",$20.53,0.39%,No,False,-0.13%,-10.60%,-12.36%,-8.18%,0.05%,"-$1,206,515.00",$0.00,$0.00,"-$8,554,185.00","$2,502,600.00","-$27,911,120.00",Global Equities,2014-08-27,1.49%,N/A,$0.55,2025-03-27,$0.02,2.68%,0.05,0.47,30,67.77%,40%,20%,1099,$19.57,$23.89,N/A,N/A,29.15,B-,C,C,A,B+,B-,6.71,9.67%,60.63%,118.08,4.79%,4.86%
DSTX,Distillate International Fundamental Stability & Value ETF,Equity,"$32,285,400",8.55%,"3,257",$24.98,1.13%,No,False,4.90%,-2.81%,9.05%,4.56%,N/A,"-$2,276,290.00",$0.00,"-$2,276,290.00","-$3,589,405.00","$6,970,195.00","$34,265,649.95",Global Equities,2020-12-14,0.55%,N/A,$0.60,2025-03-26,$0.08,2.39%,0.05,0.82,102,19.30%,40%,20%,1099,$22.90,$26.48,$24.89,$25.02,51.65,N/A,B+,N/A,N/A,B+,N/A,6.79,4.29%,64.26%,185.85,10.74%,4.03%
TFJL,Innovator 20+ Year Treasury Bond 5 Floor ETF - July,Bond,"$32,205,900",1.88%,"27,289",$20.33,-0.64%,No,False,-0.08%,-1.07%,3.09%,-2.40%,N/A,"-$1,522,530.00","$1,022,055.00","$13,671,820.00","-$20,779,162.50","$20,165,662.50","$33,405,072.63",Total Bond Market,2020-08-18,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.20,3,100.00%,40%,20%,1099,$20.08,$21.11,$20.27,$20.40,45.60,B-,C,N/A,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MFUL,Collaborative Investment - Mindful Conservative ETF,Multi-Asset,"$32,125,200",-1.71%,"13,676",$21.09,0.00%,No,False,0.72%,-2.13%,3.58%,0.31%,N/A,"-$10,285,243.96","-$1,053,285.26","-$2,155,226.57","-$23,853,729.29","$13,082,115.71","$35,379,878.21",Diversified Portfolio,2021-11-03,1.22%,N/A,$0.60,2025-03-27,$0.04,2.84%,0.00,0.13,17,83.84%,40%,20%,1099,$20.72,$21.89,N/A,N/A,41.00,A-,C,N/A,A,N/A,N/A,6.15,36.31%,39.52%,203.54,5.34%,0.93%
VFLQ,Vanguard U.S. Liquidity Factor ETF,Equity,"$32,119,800",-12.46%,"2,380",$99.76,1.08%,No,False,0.08%,10.98%,-13.17%,7.16%,N/A,$0.00,$0.00,$0.00,$0.00,"-$12,975,250.00","-$13,690,800.00",All Cap Equities,2018-02-13,0.13%,N/A,$1.43,2021-09-24,$0.29,1.20%,19.10,1.14,791,8.01%,40%,20%,1099,$93.12,$100.93,$99.36,$99.96,59.92,C,A,B-,B,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DVND,Touchstone Dividend Select ETF,Equity,"$31,903,300",-5.45%,"1,379",$29.02,0.03%,No,False,0.42%,-7.28%,3.83%,N/A,N/A,"$87,150.00",$0.00,"-$705,675.00","-$24,175.00","$22,155,000.00","$22,155,000.00",Large Cap Blend Equities,2022-08-02,0.50%,N/A,$0.64,2025-03-28,$0.15,2.22%,15.70,0.83,56,26.47%,40%,20%,1099,$27.51,$32.69,$28.94,$29.18,40.27,C+,B-,B,B,A-,N/A,6.21,8.17%,41.22%,191.01,17.19%,2.29%
IEDI, iShares U.S. Consumer Focused ETF,Equity,"$31,850,800",-6.79%,"6,330",$49.69,1.43%,No,False,0.29%,-0.36%,7.97%,6.19%,13.93%,"$2,479,438.15","$2,479,438.15","$2,479,438.15","-$1,066,561.65","$13,932,118.60","$17,207,238.60",Consumer Discretionary Equities,2018-03-21,0.18%,N/A,$0.50,2025-03-18,$0.11,1.02%,21.91,1.03,179,56.48%,40%,20%,1099,$47.47,$52.53,$49.33,$49.94,45.41,B-,A,A,A,A,N/A,6.33,64.41%,44.72%,48.33,10.36%,0.73%
GENY,Principal Millennial Global Growth ETF,Equity,"$31,812,700",4.80%,"10,138",$39.37,-0.71%,No,False,0.41%,-4.28%,19.84%,-5.22%,4.09%,$0.00,$0.00,$0.00,$0.00,"-$9,140,680.00","-$5,660,835.00",All Cap Equities,2016-08-19,0.38%,N/A,$0.92,2023-10-02,$0.28,2.32%,6.86,1.08,141,29.97%,40%,20%,1099,$38.28,$40.52,$39.24,$39.43,42.99,B-,B,C,C+,B-,B-,0.0,N/A,N/A,N/A,N/A,N/A
TWIO,Trajan Wealth Income Opportunities ETF,Multi-Asset,"$31,607,600",1.23%,"10,767",$9.06,0.44%,No,False,1.68%,0.42%,9.19%,0.33%,N/A,$0.00,$0.00,$0.00,"-$2,072,576.60","$9,505,364.50","$32,287,835.60",Diversified Portfolio,2021-03-31,0.85%,N/A,$0.45,2024-12-30,$0.13,4.94%,0.00,0.49,27,87.90%,40%,20%,1099,$8.87,$9.07,$9.05,$9.06,51.51,B,B-,B+,B+,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JPMF,JPMorgan Managed Futures Strategy ETF,Alternatives,"$31,384,620",-9.97%,"22,120",$20.85,-0.14%,No,No,-0.34%,N/A,-9.63%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"-$21,983,234.00",Hedge Fund,2017-12-05,0.59%,N/A,$1.07,2019-12-23,$1.07,5.11%,16.47,0.21,N/A,N/A,39%,20%,1099,$20.69,$21.06,$20.84,$20.86,45.08,B,A-,A,B+,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GFGF,Guru Favorite Stocks ETF,Equity,"$31,138,800",-7.61%,"1,957",$29.01,-1.09%,No,False,-1.16%,-4.85%,10.57%,8.64%,N/A,"-$2,218,216.00",$0.00,"-$595,934.00","-$1,877,007.00","-$12,642,371.00","$26,038,983.00",All Cap Equities,2021-12-16,0.65%,N/A,$0.03,2024-12-30,$0.03,0.11%,0.00,1.08,29,60.73%,40%,20%,1099,$28.14,$31.79,$29.01,$29.01,41.51,C+,C+,N/A,B-,N/A,N/A,6.43,42.70%,48.97%,24.47,7.56%,6.35%
AGOV,ETC Gavekal Asia Pacific Government Bond ETF,Bond,"$30,907,000",-7.43%,"1,748",$73.10,0.73%,No,False,0.73%,0.61%,-7.76%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$5,103,140.00","-$5,103,140.00",Government Bonds,2021-07-22,0.50%,N/A,$1.74,2022-12-27,$1.74,2.37%,0.00,0.34,2,100.00%,40%,20%,1099,$71.57,$73.28,$72.37,$73.47,50.91,C,C,C+,C,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JLQD,Janus Henderson Corporate Bond ETF,Bond,"$30,877,500",0.23%,103,$40.65,-0.10%,No,False,0.92%,-1.64%,6.21%,2.08%,N/A,$0.00,$0.00,$0.00,$0.00,"-$2,097,000.00","$8,799,050.00",Corporate Bonds,2021-09-08,0.35%,N/A,$2.25,2025-04-01,$0.18,5.52%,N/A,N/A,162,18.10%,40%,20%,1099,$40.02,$42.12,$40.65,$40.65,43.46,C,A-,C+,B-,A-,N/A,6.2,21.31%,40.99%,263.34,8.13%,3.88%
HOLD,AdvisorShares North Square McKee Core Reserves ETF,Bond,"$30,809,000",1.17%,256,$97.71,-0.03%,No,False,-0.01%,0.71%,2.15%,1.79%,1.35%,$0.00,$0.00,$0.00,$0.00,"-$5,849,457.00","-$65,177,953.75",Total Bond Market,2014-01-14,0.35%,N/A,$1.87,2023-02-21,$0.29,1.92%,0.00,0.05,87,30.08%,40%,20%,1099,$96.87,$98.10,N/A,N/A,58.21,C,B,B,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IMSI,Invesco Municipal Strategic Income ETF,Bond,"$30,710,500",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,"-$1,040.00","-$1,040.00","-$1,040.00",National Munis,2022-12-09,0.39%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,27.04%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EGIS,2nd Vote Society Defended ETF,Equity,"$30,662,100",12.57%,"1,414",$36.82,0.33%,No,False,0.25%,1.54%,15.66%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$2,334,042.50","$25,937,655.00",All Cap Equities,2020-11-18,0.75%,N/A,$0.43,2022-12-29,$0.43,1.16%,0.04,0.87,33,43.47%,40%,20%,1099,$36.09,$37.54,$36.71,$36.87,58.20,B-,C+,N/A,B+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SCRD,Janus Henderson Sustainable Corporate Bond ETF,Bond,"$30,652,500",-1.12%,147,$40.83,-0.29%,No,False,0.03%,-0.36%,3.19%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$2,097,000.00","-$11,325,000.00",Corporate Bonds,2021-09-08,0.35%,N/A,$1.84,2024-05-01,$0.17,4.49%,0.00,0.37,139,35.12%,40%,20%,1099,$39.80,$41.09,$40.83,$40.83,53.62,C,C+,N/A,B-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EFIX,First Trust TCW Emerging Markets Debt ETF,Bond,"$30,552,000",-2.29%,"20,506",$15.45,-0.13%,No,False,-4.74%,-5.45%,1.42%,2.73%,N/A,"-$9,020,700.00",$0.00,$0.00,"-$8,283,600.00","$21,009,550.00","$31,777,550.00",Emerging Markets Bonds,2021-02-18,0.95%,N/A,$1.06,2025-03-27,$0.09,6.72%,0.07,0.51,140,26.41%,40%,20%,1099,$15.62,$16.64,$15.33,$15.55,31.52,N/A,C,N/A,N/A,N/A,N/A,3.89,27.68%,4.19%,507.73,1.44%,0.49%
SEMI,Columbia Select Technology ETF,Equity,"$30,377,500",-19.32%,"7,663",$20.72,-0.43%,No,False,-1.84%,-10.27%,-12.19%,6.53%,N/A,"-$1,915,750.00",$0.00,$0.00,"-$554,025.50","$21,620,649.50","$22,064,799.50",Technology Equities,2022-03-29,0.75%,N/A,$0.25,2024-12-18,$0.25,1.18%,19.12,-1.68,36,67.33%,40%,20%,1099,$19.41,$23.94,N/A,N/A,40.91,B-,C,A-,C,B,N/A,7.24,83.20%,81.27%,17.74,6.16%,14.54%
PSCX,Pacer Swan SOS Conservative (January) ETF,Equity,"$30,361,600",-4.69%,"10,410",$26.39,0.11%,No,False,0.16%,-3.05%,4.84%,6.45%,N/A,"$12,590,112.50",$0.00,$0.00,"$9,902,467.50","$20,189,510.00","$28,417,216.94",Large Cap Blend Equities,2020-12-22,0.61%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.31,2,100.00%,40%,20%,1099,$25.68,$27.95,N/A,N/A,42.21,C+,C+,B+,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FHYS,Federated Hermes Short Duration High Yield ETF,Bond,"$30,361,000",0.19%,"14,121",$22.65,0.58%,No,False,1.63%,-0.78%,5.88%,5.07%,N/A,"$3,209,500.00",$0.00,$0.00,"$4,616,700.00","$4,892,900.00","$33,628,989.51",High Yield Bonds,2021-12-16,0.51%,N/A,$1.48,2025-03-31,$0.11,6.54%,0.00,0.31,207,11.25%,40%,20%,1099,$22.22,$23.11,$22.55,$22.71,48.10,C+,C+,N/A,B,N/A,N/A,5.56,57.45%,28.57%,306.26,7.88%,2.11%
VSHY,Virtus Newfleet Short Duration High Yield Bond ETF,Bond,"$30,339,100",-0.74%,"21,406",$21.34,0.38%,No,False,1.40%,-1.57%,7.41%,4.60%,4.96%,"$25,715,425.00",$0.00,$0.00,"$27,900,325.00","$25,750,425.00","$23,425,175.00",High Yield Bonds,2016-12-05,0.39%,N/A,$1.44,2025-03-20,$0.11,6.78%,N/A,N/A,125,13.42%,40%,20%,1099,$20.92,$21.97,N/A,N/A,45.86,C,A-,B,A-,A,N/A,4.89,1.42%,20.15%,266.22,6.14%,0.92%
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,Equity,"$30,309,100",-9.82%,"4,440",$17.39,0.06%,No,False,3.48%,-4.35%,-28.81%,-1.28%,N/A,$0.00,$0.00,$0.00,$0.00,"-$4,620,975.20","$14,799,122.25",Large Cap Growth Equities,2019-12-26,1.00%,N/A,$0.13,2022-12-23,$0.13,0.74%,18.39,0.96,41,29.73%,40%,20%,1099,$16.22,$18.20,$17.37,$17.39,45.56,C,C,N/A,B-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JZRO,Janus Henderson Net Zero Transition Resources ETF,Equity,"$30,300,000",-11.68%,"3,726",$19.78,0.05%,No,False,-0.11%,-9.42%,0.09%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$20,135,500.00","-$20,747,500.00",Alternative Energy Equities,2021-09-08,0.61%,N/A,$0.97,2023-10-18,$0.02,4.91%,17.86,1.15,8,100.02%,40%,20%,1099,$19.23,$21.20,$19.78,$19.78,31.00,B-,B,N/A,C+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MOOD,Relative Sentiment Tactical Allocation ETF,Multi-Asset,"$30,242,400",4.49%,"6,963",$30.92,0.23%,No,False,1.72%,-0.26%,12.59%,N/A,N/A,"$11,665,562.00","$922,332.00","$8,308,047.00","$13,714,051.00","$27,253,235.00","$27,253,235.00",Diversified Portfolio,2022-05-19,0.72%,N/A,$0.39,2024-12-30,$0.39,1.27%,0.06,0.81,13,95.71%,40%,20%,1099,$30.13,$31.60,$30.79,$31.13,51.64,C,B,N/A,N/A,N/A,N/A,6.57,60.07%,54.88%,194.2,5.31%,3.83%
USDY,Pacific Global US Equity Income ETF,Equity,"$30,092,200",-9.02%,"1,814",$24.99,0.60%,No,No,0.12%,N/A,-3.11%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,456,825.00",Large Cap Blend Equities,2019-02-12,0.29%,N/A,$1.15,2020-09-28,$0.20,4.60%,16.80,1.09,360,15.29%,39%,20%,1099,$23.57,$25.59,$24.89,$25.08,56.91,B,A-,N/A,B-,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HYSA,BondBloxx USD High Yield Bond Sector Rotation ETF,Bond,"$30,079,700",0.04%,"13,535",$14.72,0.55%,No,False,1.45%,-1.23%,7.45%,N/A,N/A,"$1,773,425.00",$0.00,"$1,477,019.00","-$9,056,950.00","-$11,418,664.78","-$73,901,795.05",High Yield Bonds,2023-09-18,0.55%,N/A,$1.03,2025-04-01,$0.09,6.99%,N/A,N/A,8,100.01%,40%,20%,1099,$14.33,$15.18,$14.68,$14.74,46.98,N/A,B+,N/A,N/A,N/A,N/A,5.57,58.87%,28.69%,234.22,7.10%,3.06%
CVAR,Cultivar ETF,Equity,"$29,926,800",-2.51%,714,$24.44,0.04%,No,False,1.97%,-5.63%,3.59%,0.62%,N/A,"$500,800.00",$0.00,"$252,600.00","$10,000.00","$6,005,817.50","$30,438,115.00",All Cap Equities,2021-12-21,0.87%,N/A,$0.89,2024-12-24,$0.90,3.66%,0.00,0.81,87,32.20%,40%,20%,1099,$23.24,$26.94,$24.44,$24.44,42.98,C,C,A-,B,A,N/A,6.52,59.17%,52.60%,109.24,0.22%,8.20%
LCG,Sterling Capital Focus Equity ETF,Equity,"$29,579,000",-9.62%,"3,954",$26.84,-0.11%,No,False,1.82%,-5.76%,-5.91%,3.10%,N/A,"-$3,830,250.00",$0.00,"-$733,500.00","-$36,543,500.00","-$38,037,500.00","$31,948,000.00",Large Cap Growth Equities,2020-08-26,0.59%,N/A,$0.00,N/A,N/A,0.00%,51.50,1.24,22,64.94%,40%,20%,1099,$24.79,$29.93,$26.80,$26.92,43.26,B+,B+,C,C+,C+,N/A,7.68,98.98%,92.18%,22.08,4.45%,0.79%
WBIL,WBI BullBear Quality 3000 ETF,Equity,"$29,510,900",-17.76%,"1,889",$28.75,0.07%,No,False,-0.56%,-10.68%,-13.11%,-1.80%,3.03%,"-$1,614,500.00",$0.00,$0.00,"-$8,624,500.00","-$10,830,500.00","-$34,682,500.00",Global Equities,2014-08-25,1.45%,N/A,$0.03,2024-06-27,$0.03,0.09%,0.07,0.50,25,67.66%,40%,20%,1099,$27.43,$33.53,N/A,N/A,26.40,C+,C,C+,A,B-,C+,6.55,62.90%,53.94%,99.12,4.90%,1.85%
AEMB,American Century Emerging Markets Bond ETF,Bond,"$29,502,700",6.94%,"1,798",$39.18,0.08%,No,False,-0.50%,-1.02%,16.57%,-2.09%,N/A,$0.00,$0.00,$0.00,"-$39,535.00","$5,879,405.00","$15,690,230.00",Emerging Markets Bonds,2021-06-29,0.39%,N/A,$2.42,2024-09-03,$0.27,6.16%,0.00,0.48,1,100.00%,40%,20%,1099,$38.85,$40.06,$39.05,$39.25,50.66,N/A,B+,N/A,N/A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PIT,VanEck Commodity Strategy ETF,Commodity,"$29,176,500",3.58%,"2,121",$49.03,0.74%,No,False,4.42%,-0.45%,2.36%,N/A,N/A,$0.00,$0.00,$0.00,"$4,689,930.00","$19,989,120.00","$19,989,120.00",Commodities,2022-12-20,0.55%,N/A,$1.70,2024-12-23,$1.70,3.47%,N/A,N/A,3,100.00%,40%,20%,1099,$45.53,$52.33,$49.03,$49.03,51.05,N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FWDD,AdvisorShares Madrona Domestic ETF,Equity,"$29,169,750",12.07%,784,$50.70,-2.56%,No,No,-2.08%,N/A,-4.81%,8.26%,5.64%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Large Cap Blend Equities,2011-06-20,1.25%,N/A,$0.30,2018-12-27,$0.30,0.58%,13.93,1.11,202,8.80%,35%,15%,1099,$50.58,$53.06,$50.62,$50.79,46.48,B-,C,B,C+,C,B+,0.0,N/A,N/A,N/A,N/A,N/A
TAFL,AB Tax-Aware Long Municipal ETF,Bond,"$29,113,300",-2.44%,"5,967",$24.31,0.04%,No,False,0.73%,-2.39%,1.05%,N/A,N/A,"-$5,041,980.00",$0.00,$0.00,"$2,509,545.00","$5,041,610.00","$5,041,610.00",National Munis,2023-12-13,0.28%,N/A,$1.00,2025-04-01,$0.09,4.12%,N/A,N/A,88,35.39%,40%,20%,1099,$23.81,$25.30,N/A,N/A,42.25,C+,A-,N/A,A-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AFSM,First Trust Active Factor Small Cap ETF,Equity,"$28,947,700",-11.72%,"9,171",$26.51,0.61%,No,False,2.39%,-3.81%,-1.99%,2.78%,14.42%,"$216,550.00",$0.00,"-$1,284,150.00","$23,585,350.00","$30,388,550.00","$30,407,100.00",Small Cap Blend Equities,2019-12-03,0.75%,N/A,$0.20,2025-03-27,$0.05,0.75%,7.74,1.15,329,10.69%,40%,20%,1099,$24.82,$29.19,$26.36,$26.65,43.58,N/A,C+,N/A,N/A,C+,N/A,5.33,8.78%,25.35%,118.23,1.79%,8.70%
OVM,Overlay Shares Municipal Bond ETF,Bond,"$28,484,000",-4.26%,"9,959",$20.55,0.10%,No,False,0.50%,-3.06%,-0.29%,0.86%,1.24%,"$2,901,561.00","-$616,983.00","-$1,221,400.00","$9,573,023.00","$17,560,477.00","$7,057,589.50",National Munis,2019-09-30,0.83%,N/A,$1.12,2025-04-03,$0.30,5.44%,0.00,0.24,4,100.00%,40%,20%,1099,$20.14,$21.46,$20.44,$20.61,38.16,C,C,N/A,C+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
